TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
CC,0,4,68,1,0,39,147,12,1,0,16,141,107,101,0,0,0,20,9,34,6,0,0,0,5,0,45,17,14,14,10,11,3,10,0,3
CD,13,11,22,0,0,48,38,5,0,0,3,106,116,13,5,0,0,0,0,7,0,0,0,0,14,0,0,5,0,5,2,1,2,0,0,0
DT,0,47,7,0,1,16,627,22,24,0,1,1305,338,480,16,0,1,6,0,12,7,3,0,0,0,0,3,6,5,10,0,10,0,1,0,0
EX,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,9,12,0,0,0,0
FW,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,0,125,1042,6,0,44,323,14,4,0,2,353,220,285,12,3,0,51,79,49,0,0,0,0,13,0,4,0,112,4,0,0,10,17,0,13
JJ,67,58,29,0,0,175,140,0,1,0,1,900,669,68,2,0,6,17,1,8,0,0,0,0,72,0,0,6,12,0,2,2,0,2,0,1
JJR,3,0,2,0,0,33,12,0,0,0,2,38,37,2,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0
JJS,0,2,3,0,0,3,2,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,1,0,437,0,0,0,0,0,0,0,0,0
NN,254,38,253,6,0,979,83,2,1,0,146,613,527,187,0,4,113,97,3,100,10,0,1,0,215,0,8,218,79,61,21,229,64,6,3,8
NNS,250,8,199,4,0,481,113,5,0,0,151,159,121,91,1,0,20,47,1,97,7,0,0,0,211,0,19,176,94,98,252,14,56,13,3,12
NP,151,22,132,6,0,194,47,1,0,0,25,186,157,994,125,0,88,18,1,36,0,0,0,0,60,0,2,177,15,7,26,76,15,20,3,3
NPS,16,0,3,0,0,9,4,0,0,0,2,4,2,85,2,0,0,0,0,3,0,0,0,0,7,0,0,5,0,1,9,11,1,0,0,0
PDT,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,2,3,0,0,0,1,37,5,3,0,0,113,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
PP,1,1,10,0,0,11,6,14,0,0,65,0,0,3,0,1,0,4,0,29,0,0,2,0,4,0,1,93,0,0,104,73,0,0,0,0
PP$,0,0,0,0,0,0,79,1,1,0,0,73,67,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RB,10,21,72,1,0,96,83,11,0,0,15,9,11,8,0,0,2,18,2,63,7,0,0,0,27,0,77,59,23,71,37,36,1,0,0,3
RBR,0,0,2,1,0,11,17,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,8,3,2,3,0,1,0,0,0,0
RBS,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP,3,3,42,0,0,27,7,0,0,0,0,3,9,1,0,0,0,0,6,2,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,9
SYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,3,25,122,0,0,0,38,1,0,0,0,58,23,29,0,0,0,3,4,8,0,0,0,0,0,0,698,0,2,0,0,0,2,2,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,30,9,322,1,0,113,168,24,0,0,0,87,104,20,0,2,0,32,71,42,3,0,75,0,52,0,3,8,19,111,0,3,0,9,0,9
VBD,6,16,189,3,0,95,63,6,1,0,0,32,16,148,0,3,0,35,27,33,3,0,9,0,43,0,3,0,18,69,0,0,1,0,0,5
VBG,7,4,130,0,0,40,49,3,0,0,0,53,51,20,1,0,0,11,10,10,1,0,12,0,74,0,0,0,2,7,5,1,1,3,0,0
VBN,13,4,69,2,0,282,20,1,1,0,0,33,15,15,0,0,0,19,9,24,0,0,25,0,136,0,1,6,11,15,0,2,0,0,0,3
VBP,7,7,105,1,0,46,41,7,0,0,4,19,14,1,0,0,0,16,3,73,4,1,2,0,26,0,1,2,39,95,0,1,0,0,0,1
VBZ,2,8,87,0,0,36,62,3,0,0,0,18,24,4,0,0,0,6,3,68,1,4,7,0,27,0,4,1,36,129,0,0,0,1,0,5
WDT,0,0,5,0,0,0,3,0,0,0,45,0,4,3,0,0,0,2,0,5,0,0,0,0,0,0,3,30,0,0,25,32,0,0,0,0
WP,0,0,3,0,0,5,2,0,0,0,3,6,9,5,0,0,0,8,2,0,0,0,0,0,0,0,0,7,0,0,13,21,0,0,0,0
WP$,0,0,0,0,0,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,0,14,1,0,0,16,0,0,0,1,4,5,0,0,0,0,10,0,7,0,0,0,0,10,0,0,0,6,1,0,0,0,0,0,0
