TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,TAG,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NP,NPS,PDT,POS,PP,PP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
CC,0,53,75,4,0,27,81,6,0,0,13,88,49,175,3,0,0,19,8,22,0,0,0,0,3,0,45,29,24,10,2,34,5,1,0,0
CD,81,193,44,0,0,100,61,4,0,0,5,253,271,83,0,0,1,25,0,9,0,0,0,0,23,0,0,8,15,10,2,2,7,0,0,4
DT,0,94,4,0,0,13,781,27,18,0,4,1284,174,306,9,0,0,0,0,9,8,5,0,0,0,0,2,5,31,25,3,14,3,0,0,0
EX,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,9,0,0,0,0
FW,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,3,373,1124,5,0,32,265,18,10,0,0,343,146,596,0,1,0,60,128,29,1,0,0,0,5,0,1,0,127,4,1,0,16,3,0,7
JJ,47,78,13,1,0,99,165,0,2,0,2,1008,349,185,0,0,0,3,0,7,2,0,0,0,78,0,0,3,5,2,2,2,0,0,0,1
JJR,1,4,3,0,0,37,6,0,0,0,0,32,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
JJS,3,5,1,0,0,4,1,0,0,0,0,16,3,3,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MD,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,57,2,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0
NN,239,72,221,2,1,1377,79,7,0,1,88,725,357,293,0,0,65,95,9,93,5,0,2,0,202,0,3,313,57,79,5,161,95,6,0,18
NNS,165,2,111,2,0,528,65,0,1,0,48,86,30,112,0,1,8,60,2,65,3,0,0,0,87,0,2,114,46,45,117,11,33,7,0,5
NP,182,90,125,3,10,201,52,1,0,0,74,333,118,1099,40,0,169,49,4,44,4,0,0,0,72,0,0,340,16,4,10,200,27,5,0,7
NPS,7,0,4,0,0,12,0,0,0,0,1,1,0,11,0,0,0,1,0,1,0,0,0,0,3,0,0,5,0,0,4,0,2,0,0,0
PDT,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POS,0,10,0,0,0,0,42,0,7,0,0,108,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0
PP,1,0,3,0,0,12,11,1,0,0,73,0,0,4,0,0,0,0,0,19,0,3,0,0,8,0,0,190,0,1,57,105,1,0,0,0
PP$,0,16,1,0,0,0,84,0,0,0,0,141,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RB,9,43,49,3,0,134,49,11,0,0,3,3,4,18,0,0,0,17,1,42,5,0,0,0,22,0,94,31,28,81,13,27,1,1,0,0
RBR,0,0,9,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0
RBS,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
RP,2,2,27,0,0,41,1,1,0,0,0,8,6,11,0,0,0,4,6,4,0,0,0,0,10,0,0,0,1,0,0,0,2,0,0,0
SYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,0,59,85,0,0,2,23,2,0,0,0,13,10,60,0,0,0,1,9,6,1,0,0,0,0,0,516,0,10,1,0,1,0,0,0,0
UH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,18,24,270,2,0,105,78,9,0,0,0,66,37,53,0,3,0,20,47,36,7,0,50,0,42,0,4,1,4,89,0,3,0,1,0,2
VBD,7,41,255,5,0,147,59,6,1,0,0,39,27,104,0,0,0,59,34,91,5,2,25,0,51,0,0,5,32,112,0,0,0,1,0,3
VBG,5,19,105,1,0,64,26,6,1,0,0,68,45,20,0,2,0,15,20,15,0,0,25,0,20,0,0,2,0,7,0,0,0,1,0,1
VBN,6,5,65,0,0,296,17,0,0,0,3,33,22,27,0,1,0,16,14,17,0,0,17,0,85,0,0,2,8,33,1,2,0,1,0,1
VBP,0,3,50,0,0,21,39,1,0,0,0,2,6,4,0,0,0,11,0,26,0,0,3,0,18,0,0,0,18,44,0,0,0,0,0,0
VBZ,0,15,142,0,0,39,43,3,0,0,1,9,15,22,0,1,0,5,10,83,3,0,4,0,65,0,0,2,42,120,1,2,0,0,0,1
WDT,0,0,7,0,0,0,1,0,0,0,39,6,5,8,0,0,0,15,1,4,0,0,0,0,0,0,0,43,0,0,13,52,0,0,0,0
WP,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,8,3,0,0,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRB,0,0,15,0,0,0,1,0,0,0,0,5,7,4,0,0,0,10,1,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
