author;term;criterion;termFrequency
AaronPressman;internet;2.5911467519874;0.010701165947932
AaronPressman;encryption;1.7073354972177;0.0034605760528137
AlanCrosby;czech;1.8445341779023;0.0065717415115005
BenjaminKangLim;beijing;1.5525903789878;0.008322108908986
BenjaminKangLim;taiwan;2.1960526722893;0.0070713873388493
BenjaminKangLim;china;1.8490430890794;0.012314796998268
BenjaminKangLim;wang;2.8688357262897;0.0086588416394074
BernardHickey;murdoch;1.9443808195294;0.0052364413572001
DarrenSchuettler;canadian;2.2686340254615;0.0088212855235552
DarrenSchuettler;bank;2.4639434154053;0.014257104711043
DarrenSchuettler;toronto;1.6671668005188;0.0057695975586496
DarrenSchuettler;canada;2.6758852191747;0.010823955750525
DarrenSchuettler;molson;1.7807919803168;0.0034808315849704
DarrenSchuettler;hirsch;2.2147914538688;0.003671562082777
DavidLawder;chrysler;1.555287215077;0.0044184535412606
DavidLawder;ford;1.7822430786783;0.0054147714966428
DavidLawder;truck;1.5861980924341;0.0044184535412606
DavidLawder;strike;2.15596035837;0.0068009529997834
DavidLawder;automaker;1.9461866500329;0.0056746805284817
DavidLawder;plant;2.3564228427235;0.0088802252544943
DavidLawder;workers;3.5323473834523;0.012345679012346
DavidLawder;plants;2.7921881217455;0.0086203162226554
DavidLawder;parts;1.6522569385306;0.0057179987004548
DavidLawder;uaw;4.0331881104262;0.010309724929608
EdnaFernandes;pounds;1.510867778465;0.0075170712113387
EdnaFernandes;eurotunnel;1.6119549052922;0.0035003156022264
EricAuchard;intel;1.7550264629654;0.0047472772968445
EricAuchard;compuserve;1.7374996977071;0.0033510192683608
FumikoFujisaki;japanese;2.0977361079928;0.0068511552928533
FumikoFujisaki;banks;2.1633536453155;0.0094931040659144
FumikoFujisaki;japan;2.655541741071;0.010388679921189
FumikoFujisaki;yen;3.5207005287413;0.0092244313093319
FumikoFujisaki;loans;1.8570762190157;0.0056421278882321
GrahamEarnshaw;china;1.5937876383147;0.010614772224679
GrahamEarnshaw;shanghai;3.7345415378089;0.011990761216767
GrahamEarnshaw;shenzhen;1.8043040914107;0.0048159614723082
HeatherScoffield;mining;1.7111744331716;0.0049714259164615
HeatherScoffield;gold;5.0501393804136;0.016261673558519
HeatherScoffield;barrick;3.5808959703487;0.0091065371927705
HeatherScoffield;bre;6.2128535091135;0.015378896993913
HeatherScoffield;busang;2.6289358992837;0.0063188217255959
HeatherScoffield;indonesian;2.41324443557;0.0060400501788784
JanLopatka;czech;2.5604932753736;0.0091225742245812
JanLopatka;klaus;2.6505423489549;0.0073533477082988
JaneMacartney;tibet;2.130980327814;0.0048894646663045
JaneMacartney;china;1.8447713930926;0.012286347110201
JimGilchrist;hong;2.7512210759292;0.014318741144008
JimGilchrist;kong;2.730326700065;0.014169587590424
JimGilchrist;airlines;2.404215360216;0.0071593705720039
JimGilchrist;aircraft;1.5419350920232;0.0049220672682527
JimGilchrist;airport;1.7325049693427;0.0049966440450444
JimGilchrist;cathay;1.7865610262242;0.0035796852860019
JimGilchrist;cargo;6.16895753336;0.017525542546051
JimGilchrist;air;2.9792181409454;0.010739055858006
JimGilchrist;tel;1.5170795456952;0.0038779923931688
JoWinterbottom;water;1.610765379098;0.0043379765749265
JoWinterbottom;pence;3.3022363948402;0.013254928423387
JoWinterbottom;electricity;1.8743908312758;0.0051573721501904
JoWinterbottom;electric;2.0232671544089;0.0060249674651757
JoWinterbottom;sainsbury;2.3324174255686;0.0041451776160409
JoWinterbottom;bid;1.5076516083127;0.0072781606979322
JohnMastrini;czech;3.4872606430547;0.012424478659131
JohnMastrini;klaus;1.5103795278138;0.004190216332099
JohnMastrini;prague;1.5323339641309;0.0050185149093744
JohnMastrini;havel;1.6524918591752;0.0035568115377119
JonathanBirt;marimastat;1.6255247507573;0.0028296547821166
KarlPenhaul;drug;2.4102754427858;0.0072506139632791
KarlPenhaul;colombia;3.7716317830103;0.0098818851596305
KarlPenhaul;colombian;1.6259294496667;0.0038591977546486
KeithWeir;pounds;1.6010793556644;0.0079659039017708
KeithWeir;pearson;1.6712920798052;0.0033487239332285
KeithWeir;bbc;1.6273216383918;0.0028920797605155
KevinMorrison;australian;1.7053773047713;0.0064129768472674
KevinMorrison;australia;1.5070328184174;0.0054698920167869
KevinMorrison;sydney;1.5481932104331;0.0048097326354506
KevinMorrison;highlands;1.7654755548922;0.0032536426651577
KevinMorrison;casino;1.8961772661968;0.0033007969066818
KirstinRidley;mci;2.2214132769172;0.006477184841454
KirstinRidley;telecoms;2.134389787654;0.005945475638051
KouroshKarimkhany;computer;2.1593997689229;0.009589268887534
KouroshKarimkhany;quarter;1.8390620349297;0.010309849786597
KouroshKarimkhany;software;2.995054389086;0.011141289285516
KouroshKarimkhany;microsoft;2.1086304285122;0.0070949503907766
KouroshKarimkhany;apple;7.2921151145092;0.018735103375644
KouroshKarimkhany;macintosh;1.7969204177777;0.0039354802948839
KouroshKarimkhany;intuit;1.6414643084523;0.0025497477966853
LydiaZajc;toronto;4.1973580542099;0.014525881138475
LydiaZajc;stocks;2.2861887663644;0.0095118714053974
LydiaZajc;points;1.8735327624541;0.0072998082878631
LydiaZajc;index;1.9500118520531;0.0069311311016074
LydiaZajc;canada;2.2603693909095;0.0091431942191417
LydiaZajc;gold;2.6333720767552;0.0084795752838814
LydiaZajc;barrick;1.5077107879573;0.0038342427370594
LydiaZajc;bre;1.5489789972038;0.0038342427370594
LynneO'Donnell;china;2.8951424439456;0.019281914893617
